 Type,BHK,Area,LocalityScore,Sqft,Age,SwimmingPool,Lift,JoggingTrack,IndoorGames,Gym,ClubHouse,ChildrenPlayArea,CarParking,ATM,Sports,MultipurposeRoom,Furniture,Price
Apartment,3,Maninagar,8.7,1350,12,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,7100000
Apartment,2,Maninagar,8.7,675,25,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4000000
Apartment,3,Maninagar,8.7,1665,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,3700000
Independent House,1,Maninagar,8.7,1500,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4100000
Apartment,3,Maninagar,8.7,1000,20,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4500000
Apartment,2,Maninagar,8.7,810,20,0,0,0,0,0,0,1,0,0,0,0,Semi-Furnished,2800000
Apartment,2,Maninagar,8.7,1260,9,0,1,0,0,0,0,0,1,0,0,0,Furnished,4800000
Apartment,1,Maninagar,8.7,603,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2000000
Independent House,1,Maninagar,8.7,405,20,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,1200000
Apartment,2,Maninagar,8.7,1000,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,5550000
Apartment,2,Maninagar,8.7,1620,23,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,5500000
Apartment,1,Maninagar,8.7,1000,20,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2000000
Villa,3,Maninagar,8.7,1336,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,24500000
Apartment,2,Maninagar,8.7,1108,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,4250000
Apartment,2,Maninagar,8.7,1170,8,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,4500000
Independent House,4,Maninagar,8.7,1845,26,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,8000000
Apartment,2,Maninagar,8.7,684,25,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3350000
Independent House,3,Maninagar,8.7,2025,20,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,13000000
Villa,5,Maninagar,8.7,2925,46,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,33000000
Apartment,2,Maninagar,8.7,1108,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,4230000
Apartment,1,Maninagar,8.7,700,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,2525000
Apartment,3,Maninagar,8.7,1460,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,6851000
Apartment,2,Maninagar,8.7,1000,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,5600000
Apartment,2,Maninagar,8.7,1202,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,4800000
Apartment,3,Maninagar,8.7,1755,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8000000
Apartment,3,Maninagar,8.7,1845,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,9500000
Apartment,2,Nikol,8.1,1116,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2603628
Villa,5,Nikol,8.1,4725,5,0,0,0,0,1,1,1,0,0,1,0,Unfurnished,31000000
Apartment,2,Nikol,8.1,1125,4,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,2751000
Apartment,2,Nikol,8.1,1224,5,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2500000
Apartment,2,Nikol,8.1,990,5,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3000000
Apartment,2,Nikol,8.1,1188,5,0,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,2500000
Apartment,1,Nikol,8.1,765,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,1784745
Independent House,3,Nikol,8.1,1200,20,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,4000000
Independent House,3,Nikol,8.1,999,31,0,0,1,0,1,0,1,1,1,0,1,Semi-Furnished,2800000
Apartment,4,Nikol,8.1,1860,-1,1,1,0,1,0,1,1,1,0,0,0,Semi-Furnished,5500000
Apartment,2,Nikol,8.1,990,9,0,1,1,1,1,0,1,0,0,1,0,Unfurnished,2351000
Apartment,2,Nikol,8.1,400,4,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,7000000
Apartment,3,Nikol,8.1,1850,2,0,1,0,1,1,1,0,1,0,0,0,Unfurnished,7500000
Apartment,2,Nikol,8.1,1170,7,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,2981000
Apartment,4,Nikol,8.1,1890,4,1,1,0,0,0,0,1,1,0,0,0,Furnished,6000000
Independent House,3,Nikol,8.1,990,26,0,0,0,0,0,0,0,1,1,0,0,Semi-Furnished,2799999
Apartment,2,Nikol,8.1,1125,5,0,1,1,0,0,1,0,1,0,1,1,Unfurnished,2700000
Apartment,2,Nikol,8.1,1125,7,0,1,1,1,1,1,1,1,1,1,1,Semi-Furnished,2500000
Apartment,1,Nikol,8.1,1125,6,0,1,0,0,1,0,1,0,0,1,0,Unfurnished,2500000
Apartment,2,Nikol,8.1,1233,8,0,1,0,0,0,0,0,1,0,0,0,Furnished,3600000
Apartment,3,Nikol,8.1,1982,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,6000000
Apartment,3,Nikol,8.1,1800,2,0,1,0,0,0,1,1,1,0,0,0,Unfurnished,8200000
Apartment,4,Nikol,8.1,2880,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,7100000
Apartment,2,Nikol,8.1,1089,6,0,1,0,0,0,1,0,1,0,0,0,Unfurnished,2600000
Apartment,4,Nikol,8.1,1860,3,1,1,0,1,0,1,1,1,0,0,0,Semi-Furnished,5500000
Apartment,2,Nikol,8.1,1080,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,5800000
Apartment,2,Nikol,8.1,945,-1,1,1,0,0,0,0,1,1,0,0,0,Semi-Furnished,2361000
Apartment,1,Nikol,8.1,981,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,2150000
Apartment,2,Nikol,8.1,1152,6,0,1,1,0,1,0,1,1,0,0,0,Furnished,4100000
Apartment,3,Nikol,8.1,1575,4,0,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,5200000
Apartment,2,Nikol,8.1,1400,2,0,1,0,0,0,1,1,0,0,0,0,Semi-Furnished,2950000
Apartment,1,Nikol,8.1,500,8,0,0,0,0,0,0,0,0,0,0,0,Furnished,2000000
Apartment,2,Nikol,8.1,1380,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Apartment,2,Nikol,8.1,1080,2,0,1,1,0,1,0,0,1,1,0,0,Unfurnished,4900000
Apartment,1,Nikol,8.1,810,6,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2000000
Apartment,2,Nikol,8.1,1242,8,0,1,0,0,0,0,0,1,0,0,0,Furnished,3600000
Villa,3,Nikol,8.1,1800,-1,0,0,0,0,1,1,1,0,0,0,0,Semi-Furnished,5300000
Apartment,2,Nikol,8.1,1215,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2500000
Apartment,2,Nikol,8.1,1408,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3700000
Apartment,1,Nikol,8.1,850,7,0,0,1,1,0,1,1,0,0,0,0,Semi-Furnished,1600000
Villa,4,Nikol,8.1,2560,4,0,0,0,0,0,0,0,1,0,0,0,Furnished,41000000
Apartment,2,Nikol,8.1,1100,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2800000
Apartment,3,Nikol,8.1,1987,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,6000000
Apartment,1,Nikol,8.1,284,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,1670000
Independent Floor,2,Nikol,8.1,2089,5,0,0,0,0,0,0,0,0,0,0,0,Furnished,4000000
Apartment,2,Nikol,8.1,1125,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3800000
Apartment,2,Nikol,8.1,2070,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,7500000
Apartment,3,Nikol,8.1,1000,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,6000000
Independent House,1,Nikol,8.1,468,10,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2500000
Apartment,4,Nikol,8.1,2825,0,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,8150000
Apartment,3,Nikol,8.1,1500,7,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4000000
Apartment,2,Nikol,8.1,1161,5,0,1,0,0,0,0,0,0,0,0,0,Furnished,3200000
Apartment,2,Nikol,8.1,950,6,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4000000
Apartment,1,Nikol,8.1,657,5,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,499977
Apartment,2,Nikol,8.1,1100,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2700000
Apartment,1,Nikol,8.1,702,-1,1,1,0,0,1,1,0,0,0,1,0,Unfurnished,1800000
Apartment,3,Nikol,8.1,1530,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,6500000
Apartment,1,Nikol,8.1,500,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,2000000
Apartment,2,Nikol,8.1,1200,7,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2600000
Apartment,3,Nikol,8.1,2070,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,7500000
Apartment,2,Nikol,8.1,1053,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2750000
Independent House,5,Nikol,8.1,1750,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,7100000
Apartment,1,Nikol,8.1,1242,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Independent House,1,Nikol,8.1,1152,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5500000
Villa,4,Nikol,8.1,2385,7,0,0,0,0,0,0,1,1,1,0,0,Semi-Furnished,16000000
Independent House,2,Nikol,8.1,1400,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3600000
Apartment,1,Nikol,8.1,1050,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2050000
Apartment,3,Nikol,8.1,2160,3,0,0,0,0,0,0,0,1,0,0,0,Furnished,7700000
Independent House,1,Nikol,8.1,800,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2400000
Apartment,1,Nikol,8.1,981,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2000000
Independent House,3,Nikol,8.1,1530,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12500000
Apartment,1,Nikol,8.1,945,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2470000
Apartment,2,Nikol,8.1,1100,2,0,0,0,0,0,0,0,0,0,0,0,Furnished,3800000
Apartment,1,Nikol,8.1,1422,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,2,Nikol,8.1,850,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,2,Nikol,8.1,1305,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,1,Nikol,8.1,1242,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,3300000
Apartment,3,Nikol,8.1,1871,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5000000
Independent House,4,Nikol,8.1,1350,10,0,0,0,0,0,0,0,0,0,0,0,Furnished,6000000
Apartment,2,Nikol,8.1,1200,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Apartment,2,Nikol,8.1,1080,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Apartment,1,Nikol,8.1,1170,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Apartment,1,Nikol,8.1,300,10,0,0,0,0,0,1,0,0,0,0,0,Semi-Furnished,700000
Apartment,4,Nikol,8.1,2340,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,20000000
Apartment,2,Nikol,8.1,850,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,1600000
Apartment,4,Nikol,8.1,2700,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,9000000
Apartment,1,Nikol,8.1,580,16,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,750000
Apartment,3,Nikol,8.1,1800,3,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,6000000
Apartment,1,Nikol,8.1,750,6,0,1,0,0,1,0,0,0,0,0,0,Unfurnished,1650000
Villa,3,Nikol,8.1,1860,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,10500000
Apartment,2,Nikol,8.1,1215,2,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3700000
Apartment,2,Nikol,8.1,2070,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,7500000
Independent House,2,Nikol,8.1,800,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2400000
Independent House,3,Nikol,8.1,1980,5,0,0,0,0,0,0,1,0,0,1,0,Furnished,7000000
Apartment,4,Nikol,8.1,2800,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,12500000
Villa,4,Nikol,8.1,1900,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5600000
Villa,3,Nikol,8.1,2700,1,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,10000000
Apartment,1,Nikol,8.1,711,5,0,0,1,1,1,1,1,1,0,0,0,Furnished,1950000
Apartment,1,Nikol,8.1,675,10,0,1,0,0,0,0,1,0,0,1,0,Unfurnished,1650000
Apartment,3,Nikol,8.1,2340,2,0,1,0,0,0,0,1,1,0,0,0,Unfurnished,6100000
Apartment,3,Nikol,8.1,1980,3,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,6200000
Apartment,1,Nikol,8.1,792,4,0,1,1,1,0,1,1,1,0,0,0,Unfurnished,2100000
Apartment,2,Nikol,8.1,1368,4,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,4600000
Villa,3,Nikol,8.1,1650,10,0,1,0,0,0,0,1,0,0,1,0,Semi-Furnished,12500000
Villa,4,Nikol,8.1,2394,4,0,0,0,0,1,1,1,0,0,1,0,Unfurnished,17100000
Villa,3,Nikol,8.1,1800,10,0,0,0,0,0,0,1,0,0,0,0,Unfurnished,8500000
Apartment,1,Nikol,8.1,990,2,0,1,0,0,0,1,1,1,0,0,0,Unfurnished,2300000
Apartment,2,Nikol,8.1,1161,5,0,1,1,0,0,1,1,1,0,1,0,Unfurnished,3500000
Apartment,2,Nikol,8.1,1980,-1,0,1,0,0,0,0,1,0,0,1,0,Furnished,6800000
Apartment,2,Nikol,8.1,1224,7,0,1,0,0,0,1,1,0,0,1,0,Furnished,4000000
Apartment,2,Nikol,8.1,1260,5,0,1,0,0,0,0,1,0,0,1,0,Unfurnished,3900000
Apartment,3,Nikol,8.1,1620,1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,4500000
Apartment,2,Nikol,8.1,1215,5,0,1,0,0,0,1,1,0,0,0,0,Furnished,3500000
Apartment,3,Nikol,8.1,1980,8,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,6000000
Apartment,2,Nikol,8.1,1080,8,0,1,0,0,0,0,1,0,0,1,0,Semi-Furnished,2850000
Villa,3,Nikol,8.1,1920,10,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,12500000
Apartment,1,Nikol,8.1,810,4,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2300000
Apartment,2,Nikol,8.1,1215,3,0,1,0,0,0,1,1,1,0,0,0,Unfurnished,3600000
Apartment,2,Nikol,8.1,1143,5,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,3250000
Apartment,2,Nikol,8.1,1278,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3000000
Independent House,3,Nikol,8.1,1350,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,8000000
Apartment,4,Nikol,8.1,3015,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,9000000
Apartment,1,Nikol,8.1,855,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2050000
Apartment,4,Nikol,8.1,2700,3,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,12500000
Independent Floor,2,Nikol,8.1,1053,18,0,0,0,0,0,0,0,0,0,0,0,Furnished,5500000
Apartment,2,Paldi,8.8,1845,1,0,1,1,1,1,1,0,0,0,1,0,Unfurnished,10000000
Apartment,3,Paldi,8.8,2250,3,0,1,0,0,0,0,1,0,0,0,0,Semi-Furnished,9000000
Apartment,3,Paldi,8.8,1872,1,0,1,1,1,1,1,1,0,0,1,0,Unfurnished,10296000
Apartment,5,Paldi,8.8,3375,15,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,23500000
Apartment,3,Paldi,8.8,2160,1,0,1,0,0,0,1,1,1,0,0,0,Unfurnished,13000000
Independent House,3,Paldi,8.8,1620,20,0,0,0,0,1,0,1,0,0,0,0,Unfurnished,10000000
Apartment,2,Paldi,8.8,800,20,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4000000
Apartment,2,Paldi,8.8,1045,2,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,5200000
Apartment,3,Paldi,8.8,1872,1,0,1,1,1,1,0,0,0,0,1,0,Unfurnished,9000000
Apartment,3,Paldi,8.8,1980,-1,0,1,0,0,1,1,1,1,0,0,0,Unfurnished,18666000
Apartment,3,Paldi,8.8,1530,10,0,1,0,0,0,0,1,0,0,1,0,Furnished,11000000
Apartment,3,Paldi,8.8,1899,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,11100000
Apartment,2,Paldi,8.8,990,9,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,6000000
Apartment,3,Paldi,8.8,1282,20,0,1,0,0,0,1,0,0,0,0,0,Semi-Furnished,5000000
Apartment,3,Paldi,8.8,2000,20,0,1,0,0,1,1,1,1,1,1,0,Furnished,16100000
Apartment,2,Paldi,8.8,765,35,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3800000
Independent House,4,Paldi,8.8,1440,-1,0,0,0,0,0,0,1,0,0,0,0,Furnished,13500000
Independent House,4,Paldi,8.8,1440,20,0,0,0,0,0,0,0,0,0,0,0,Furnished,13500000
Independent House,4,Paldi,8.8,1440,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,13500000
Apartment,3,Paldi,8.8,1260,18,0,1,0,0,0,0,0,1,1,0,0,Furnished,9450000
Apartment,3,Paldi,8.8,1872,2,0,1,1,1,1,0,0,1,0,0,0,Unfurnished,10300000
Apartment,3,Paldi,8.8,1773,1,0,1,0,0,0,1,0,1,0,0,1,Unfurnished,13000000
Apartment,3,Paldi,8.8,1755,5,0,1,0,0,0,1,1,0,0,0,0,Furnished,10500000
Apartment,3,Paldi,8.8,2475,1,0,1,0,0,0,1,0,1,0,0,0,Unfurnished,16830000
Apartment,2,Paldi,8.8,1845,1,0,1,1,1,1,1,0,0,0,0,0,Unfurnished,10000000
Apartment,4,Paldi,8.8,1850,11,1,1,0,0,1,1,1,0,0,0,0,Furnished,12180000
Apartment,2,Paldi,8.8,1170,20,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,6600000
Apartment,2,Paldi,8.8,1240,2,0,0,0,1,1,0,1,1,0,0,0,Unfurnished,6800000
Independent House,3,Paldi,8.8,4050,22,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,27500000
Apartment,2,Paldi,8.8,1350,26,0,0,0,0,0,0,0,1,0,0,0,Furnished,4800000
Apartment,3,Paldi,8.8,1233,25,0,1,0,0,0,0,0,1,1,0,0,Semi-Furnished,6500000
Apartment,1,Paldi,8.8,1045,3,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,4500000
Apartment,3,Paldi,8.8,1400,14,0,0,0,0,0,0,0,1,0,0,0,Furnished,8200000
Apartment,3,Paldi,8.8,2160,1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,13500000
Apartment,2,Paldi,8.8,1100,21,0,1,0,0,0,0,1,1,0,0,0,Furnished,5500000
Apartment,5,Paldi,8.8,2700,1,0,1,0,0,0,0,0,1,0,0,0,Furnished,18500000
Apartment,3,Paldi,8.8,2357,2,0,1,0,0,0,0,1,0,0,0,0,Furnished,20000000
Apartment,4,Paldi,8.8,3240,2,0,1,0,0,0,0,0,1,0,0,0,Furnished,15000000
Apartment,3,Paldi,8.8,2203,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12557000
Apartment,2,Paldi,8.8,945,6,0,1,0,0,0,0,0,1,0,0,0,Furnished,6500000
Villa,4,Paldi,8.8,3690,2,0,0,0,0,0,0,0,1,0,0,1,Furnished,52500000
Apartment,3,Paldi,8.8,1584,5,0,0,0,0,0,0,0,0,0,0,0,Furnished,9500000
Apartment,3,Paldi,8.8,2210,2,0,1,0,0,0,1,0,1,0,0,0,Unfurnished,14365000
Apartment,3,Paldi,8.8,1527,11,1,0,0,0,0,0,0,1,0,0,0,Unfurnished,7050000
Apartment,3,Paldi,8.8,1530,21,0,1,1,1,0,0,1,1,1,1,0,Furnished,11000000
Apartment,2,Paldi,8.8,1045,-1,1,1,0,0,1,0,0,1,0,0,0,Semi-Furnished,5225000
Apartment,3,Paldi,8.8,1215,20,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,5800000
Apartment,2,Paldi,8.8,1314,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,6900000
Apartment,3,Paldi,8.8,1620,1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,12500000
Apartment,3,Paldi,8.8,2205,2,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,13000000
Apartment,3,Paldi,8.8,1665,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,9000000
Apartment,3,Paldi,8.8,1550,18,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,7000000
Apartment,2,Paldi,8.8,990,20,0,1,0,0,0,0,0,1,0,0,0,Furnished,5000000
Apartment,3,Paldi,8.8,2160,-1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,13000000
Apartment,2,Paldi,8.8,774,31,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,2800000
Apartment,1,Paldi,8.8,990,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,6100000
Apartment,4,Paldi,8.8,2700,15,1,1,0,0,1,1,0,0,0,1,0,Furnished,15000000
Apartment,5,Paldi,8.8,2610,14,0,1,0,0,0,0,0,1,0,0,0,Furnished,18500000
Apartment,1,Paldi,8.8,1143,-1,1,0,0,0,0,0,0,0,0,0,0,Furnished,5700000
Apartment,2,Paldi,8.8,1950,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,11000000
Apartment,2,Paldi,8.8,1250,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,7000000
Apartment,3,Paldi,8.8,2025,11,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,11500000
Apartment,2,Paldi,8.8,1488,20,0,1,0,0,0,0,0,0,0,0,0,Furnished,9700000
Villa,5,Paldi,8.8,3258,13,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,30000000
Apartment,2,Paldi,8.8,945,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,6000000
Villa,5,Paldi,8.8,2250,49,0,0,0,0,0,0,1,1,1,0,0,Semi-Furnished,19100000
Apartment,3,Paldi,8.8,1530,20,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,14000000
Apartment,3,Paldi,8.8,2200,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,10000000
Apartment,2,Paldi,8.8,1260,3,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,7000000
Apartment,3,Paldi,8.8,1755,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,9360000
Apartment,1,Paldi,8.8,400,21,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Apartment,1,Paldi,8.8,1080,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,5000000
Apartment,1,Paldi,8.8,990,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,6100000
Apartment,4,Paldi,8.8,1440,25,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,7000000
Apartment,2,Paldi,8.8,1200,5,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,5800000
Apartment,3,Paldi,8.8,1800,1,0,1,0,0,0,0,0,1,0,0,0,Furnished,9800000
Apartment,1,Paldi,8.8,1165,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,9000000
Apartment,3,Paldi,8.8,1710,7,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,9500000
Apartment,3,Paldi,8.8,2160,16,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,9500000
Apartment,4,Paldi,8.8,1400,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,7000000
Apartment,2,Paldi,8.8,1872,1,0,1,1,1,1,0,0,0,0,0,0,Unfurnished,9200000
Apartment,2,Paldi,8.8,1080,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,5000000
Independent House,4,Paldi,8.8,5657,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,47110000
Apartment,3,Paldi,8.8,1899,2,0,1,0,0,0,0,1,1,1,0,0,Unfurnished,11100000
Apartment,3,Paldi,8.8,1890,10,0,1,1,0,0,0,1,1,0,0,0,Unfurnished,9800000
Villa,4,Paldi,8.8,3357,4,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,21000000
Apartment,3,Paldi,8.8,1530,9,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,9000000
Apartment,3,Paldi,8.8,2160,0,0,1,0,0,0,0,0,1,1,0,0,Unfurnished,13000000
Apartment,3,Paldi,8.8,1305,21,0,1,0,0,0,0,1,1,1,0,0,Unfurnished,5800000
Apartment,2,Paldi,8.8,990,29,0,1,0,0,0,1,0,1,0,0,0,Semi-Furnished,5500000
Apartment,3,Paldi,8.8,1413,7,0,1,0,0,0,0,0,1,0,0,0,Furnished,8600000
Apartment,2,Paldi,8.8,765,36,0,0,0,0,0,0,0,0,1,0,0,Semi-Furnished,3800000
Apartment,2,Paldi,8.8,1872,1,0,1,1,1,1,0,0,0,0,0,0,Unfurnished,10300000
Apartment,2,Paldi,8.8,1845,1,0,1,1,1,1,0,0,0,0,0,0,Unfurnished,10000000
Apartment,2,Paldi,8.8,1872,0,0,1,1,1,1,0,0,0,0,1,0,Unfurnished,9000000
Apartment,1,Paldi,8.8,765,4,0,1,0,0,0,0,1,1,1,0,0,Semi-Furnished,3200000
Independent House,5,Paldi,8.8,2880,41,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,3500000
Independent House,4,Paldi,8.8,2000,2,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,32500000
penthouse,4,Paldi,8.8,2880,19,0,1,0,0,0,0,0,1,0,0,0,Furnished,17000000
Apartment,3,Paldi,8.8,1755,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,10700000
Apartment,3,Paldi,8.8,1602,3,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,8500000
Apartment,3,Paldi,8.8,1485,11,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,9000000
Independent House,4,Paldi,8.8,1710,1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,12000000
Apartment,3,Paldi,8.8,1800,16,0,1,0,0,0,0,0,1,0,0,0,Furnished,11500000
Apartment,3,Paldi,8.8,2160,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,15500000
