 Type,BHK,Area,LocalityScore,Sqft,Age,SwimmingPool,Lift,JoggingTrack,IndoorGames,Gym,ClubHouse,ChildrenPlayArea,CarParking,ATM,Sports,MultipurposeRoom,Furniture,Price
Apartment,3,Bopal,8.7,1880,1,1,1,1,0,1,0,0,1,0,0,0,Unfurnished,6800000
Apartment,3,Bopal,8.7,1450,2,1,1,1,1,1,0,1,1,0,1,0,Unfurnished,5600000
Apartment,2,Bopal,8.7,1350,21,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,5700000
Apartment,3,Bopal,8.7,1865,6,0,1,1,0,0,1,0,1,0,0,0,Unfurnished,9000000
Apartment,3,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8200000
Apartment,3,Bopal,8.7,1885,7,1,1,1,0,1,1,0,1,0,0,0,Unfurnished,8500000
Independent House,8,Bopal,8.7,3060,9,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,50000000
Apartment,2,Bopal,8.7,1240,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,5400000
Apartment,2,Bopal,8.7,1415,5,1,1,0,1,1,0,1,1,0,0,1,Unfurnished,5300000
Apartment,2,Bopal,8.7,1200,0,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,3540000
Apartment,4,Bopal,8.7,2965,2,1,1,1,0,1,1,0,1,0,0,1,Unfurnished,13400000
Apartment,3,Bopal,8.7,1854,9,1,1,1,1,1,1,1,1,0,0,1,Semi-Furnished,6300000
Apartment,3,Bopal,8.7,1440,-1,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,4104000
Apartment,3,Bopal,8.7,2285,7,1,1,1,1,1,1,1,1,1,0,0,Furnished,12000000
Apartment,2,Bopal,8.7,1296,5,1,1,1,0,1,1,1,1,0,0,0,Furnished,6700000
Apartment,2,Bopal,8.7,1170,5,0,1,0,0,0,0,1,0,1,0,0,Unfurnished,3500000
Villa,4,Bopal,8.7,2880,16,0,0,1,0,0,1,1,1,0,0,0,Furnished,20000000
Villa,4,Bopal,8.7,1933,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,13000000
Villa,4,Bopal,8.7,2880,1,1,0,0,1,1,1,1,1,0,0,0,Semi-Furnished,11100000
Apartment,1,Bopal,8.7,815,9,1,1,1,1,1,1,1,1,1,1,1,Semi-Furnished,3750000
Apartment,3,Bopal,8.7,2239,-1,1,1,0,0,0,0,0,1,0,0,0,Unfurnished,8960000
Apartment,3,Bopal,8.7,2243,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,9410000
Apartment,3,Bopal,8.7,2240,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,10000000
Apartment,3,Bopal,8.7,2282,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,8680000
Apartment,3,Bopal,8.7,1450,0,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,4275000
Apartment,3,Bopal,8.7,1905,7,1,1,1,0,1,1,0,1,0,1,1,Furnished,12100000
Apartment,2,Bopal,8.7,1125,6,1,1,1,0,1,1,1,1,1,0,0,Furnished,4100000
Apartment,2,Bopal,8.7,873,4,0,1,0,1,0,1,1,1,0,0,0,Unfurnished,3300000
Independent House,5,Bopal,8.7,2500,4,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,18000000
Apartment,2,Bopal,8.7,1195,0,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,3585000
Apartment,2,Bopal,8.7,1077,9,1,1,1,0,1,1,1,1,1,0,0,Semi-Furnished,4000000
Apartment,3,Bopal,8.7,1575,11,0,1,1,0,0,0,1,1,0,0,0,Semi-Furnished,6500000
Apartment,3,Bopal,8.7,1725,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,5520000
Apartment,3,Bopal,8.7,1440,0,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,5300000
Apartment,2,Bopal,8.7,1249,8,1,1,1,0,1,1,1,1,1,0,0,Unfurnished,3800000
Apartment,4,Bopal,8.7,3200,6,1,1,1,1,1,1,1,1,1,0,0,Furnished,18000000
Villa,4,Bopal,8.7,2280,2,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,7500000
Apartment,3,Bopal,8.7,1332,12,0,1,0,0,0,1,1,1,0,0,0,Semi-Furnished,6650000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Semi-Furnished,5500000
Villa,5,Bopal,8.7,7000,4,1,0,0,0,1,0,0,1,0,0,0,Furnished,48000000
Apartment,2,Bopal,8.7,1251,-1,0,1,0,0,0,0,0,1,0,0,0,Furnished,3800000
Villa,3,Bopal,8.7,1395,6,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,6800000
Apartment,2,Bopal,8.7,1280,2,0,1,0,0,1,1,1,1,0,0,1,Unfurnished,6500000
Villa,4,Bopal,8.7,4050,3,1,0,1,1,1,1,1,1,0,1,1,Unfurnished,26500000
Apartment,5,Bopal,8.7,5624,-1,1,1,0,0,1,1,0,1,0,0,0,Semi-Furnished,23600000
Apartment,3,Bopal,8.7,1400,2,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,6500000
Apartment,3,Bopal,8.7,1548,8,0,1,1,1,1,0,1,1,0,1,0,Semi-Furnished,8500000
Apartment,2,Bopal,8.7,1195,-1,0,1,0,1,0,1,0,1,0,0,0,Unfurnished,3824000
Villa,3,Bopal,8.7,1935,8,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,7100000
Apartment,2,Bopal,8.7,1130,-1,0,1,0,0,0,1,0,1,0,0,0,Unfurnished,3616000
Villa,5,Bopal,8.7,9495,11,1,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,45000000
Independent House,3,Bopal,8.7,2214,14,0,0,1,0,0,0,0,1,0,0,0,Semi-Furnished,10500000
Villa,5,Bopal,8.7,2619,6,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,18000000
Villa,4,Bopal,8.7,2655,1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,8500000
Apartment,2,Bopal,8.7,1417,-1,0,0,1,0,1,0,1,1,0,0,0,Unfurnished,3800000
Apartment,3,Bopal,8.7,1440,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,4100000
Apartment,2,Bopal,8.7,1185,0,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,4300000
Apartment,2,Bopal,8.7,1113,6,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,5200000
Apartment,1,Bopal,8.7,558,16,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2300000
Apartment,2,Bopal,8.7,1071,5,1,1,1,0,0,0,1,0,0,0,0,Semi-Furnished,3600000
Apartment,4,Bopal,8.7,4615,2,1,1,1,0,1,1,0,1,1,0,0,Unfurnished,20767500
Villa,4,Bopal,8.7,1692,13,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,10000000
Independent House,5,Bopal,8.7,1800,-1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,15000000
Apartment,3,Bopal,8.7,1985,-1,1,1,0,1,0,1,1,1,0,0,1,Unfurnished,6550500
Apartment,4,Bopal,8.7,1980,-1,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,10500000
Apartment,2,Bopal,8.7,1215,2,0,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,5000000
Apartment,4,Bopal,8.7,2965,4,1,1,1,0,1,1,0,1,1,0,0,Unfurnished,10510000
Apartment,2,Bopal,8.7,1230,-1,0,0,1,0,1,0,1,1,0,0,0,Unfurnished,4800000
Villa,4,Bopal,8.7,2070,27,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,12000000
Apartment,3,Bopal,8.7,1787,1,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,6700000
Independent House,4,Bopal,8.7,1500,7,0,0,0,0,0,1,1,1,0,0,0,Furnished,42500000
Apartment,2,Bopal,8.7,1442,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,5200000
Apartment,3,Bopal,8.7,1450,-1,0,1,0,1,1,1,1,1,0,0,1,Unfurnished,4640000
Apartment,3,Bopal,8.7,1490,4,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6500000
Apartment,2,Bopal,8.7,1300,6,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,5400000
Apartment,2,Bopal,8.7,1200,-1,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,3840000
Apartment,2,Bopal,8.7,1035,19,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,2,Bopal,8.7,1200,11,1,1,1,0,1,1,0,1,0,0,0,Unfurnished,5500000
Apartment,3,Bopal,8.7,1590,-1,1,1,0,0,0,0,0,1,0,0,0,Unfurnished,4770000
Apartment,3,Bopal,8.7,2250,6,1,1,0,1,1,0,1,1,0,1,0,Unfurnished,8500000
Apartment,3,Bopal,8.7,2475,6,1,0,0,1,1,0,1,1,0,0,0,Unfurnished,9500000
Apartment,3,Bopal,8.7,1780,3,0,1,0,0,0,1,1,1,0,0,1,Unfurnished,5900000
Villa,5,Bopal,8.7,5125,3,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,25000000
Apartment,2,Bopal,8.7,1323,10,1,0,1,1,1,1,1,1,0,1,0,Semi-Furnished,4600000
Apartment,4,Bopal,8.7,2754,-1,1,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,86800000
Apartment,3,Bopal,8.7,1880,-1,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,5450000
Apartment,2,Bopal,8.7,1285,-1,0,0,0,0,1,0,1,1,0,0,0,Unfurnished,3750000
Apartment,3,Bopal,8.7,1880,-1,0,1,0,0,0,1,0,1,0,0,1,Unfurnished,5640000
Independent House,2,Bopal,8.7,1719,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,10000000
Apartment,3,Bopal,8.7,1440,20,0,1,0,0,0,0,0,1,0,0,0,Furnished,4800000
Apartment,3,Bopal,8.7,5200,-1,1,1,0,0,0,0,0,1,0,0,0,Unfurnished,8200000
Independent House,4,Bopal,8.7,2826,3,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,10200000
Apartment,2,Bopal,8.7,1455,5,1,1,0,1,1,0,1,1,0,0,1,Unfurnished,5500000
Apartment,4,Bopal,8.7,2425,-1,0,1,0,0,0,0,1,1,0,0,0,Unfurnished,10600000
Apartment,3,Bopal,8.7,1742,-1,0,1,0,0,1,0,1,1,0,0,0,Unfurnished,8140000
Apartment,3,Bopal,8.7,1850,-1,0,1,0,0,1,0,1,1,0,0,0,Unfurnished,8140000
Apartment,3,Bopal,8.7,1538,0,0,1,0,1,1,0,1,1,0,0,0,Unfurnished,6472000
Apartment,2,Bopal,8.7,1110,2,1,0,0,1,1,1,1,0,0,1,0,Unfurnished,4500000
Apartment,2,Bopal,8.7,1215,2,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,4500000
Apartment,2,Bopal,8.7,999,2,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,4500000
Apartment,3,Bopal,8.7,1485,9,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,6800000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Unfurnished,5000000
Apartment,3,Bopal,8.7,1985,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,6352000
Apartment,2,Bopal,8.7,1200,2,1,1,1,1,1,0,1,1,0,1,0,Unfurnished,4300000
Apartment,3,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,10000000
Apartment,3,Bopal,8.7,2538,-1,1,1,0,0,0,0,0,1,0,0,0,Unfurnished,7500000
Independent House,4,Bopal,8.7,2340,13,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,15500000
Independent House,5,Bopal,8.7,2700,4,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,18500000
Independent House,3,Bopal,8.7,1440,11,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,6500000
Independent House,3,Bopal,8.7,1530,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,6800000
Independent House,4,Bopal,8.7,2340,11,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,17500000
Independent House,3,Bopal,8.7,2340,9,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,12000000
Independent House,3,Bopal,8.7,2295,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,12000000
Apartment,3,Bopal,8.7,1376,2,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,5900000
Apartment,3,Bopal,8.7,4954,-1,1,0,0,0,0,0,0,1,0,0,0,Unfurnished,24000000
Independent House,5,Bopal,8.7,5319,1,0,1,1,1,0,1,1,1,0,1,0,Semi-Furnished,61100000
Villa,3,Bopal,8.7,1260,7,0,0,0,0,0,0,0,0,0,0,0,Furnished,12500000
Apartment,2,Bopal,8.7,1351,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,15500000
Independent House,4,Bopal,8.7,1800,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,9500000
Apartment,4,Bopal,8.7,2610,-1,1,0,0,0,0,0,0,1,0,0,0,Unfurnished,18000000
Independent House,4,Bopal,8.7,1980,12,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,15000000
Independent House,3,Bopal,8.7,1440,10,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,6500000
Independent House,3,Bopal,8.7,2277,9,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,10000000
Apartment,3,Bopal,8.7,2285,-1,1,1,1,0,1,1,0,1,1,0,0,Unfurnished,9500000
Independent House,4,Bopal,8.7,2250,2,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,7500000
Apartment,2,Bopal,8.7,1116,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,4100000
Apartment,3,Bopal,8.7,1950,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,8800000
Apartment,2,Bopal,8.7,765,9,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,8925000
Apartment,2,Bopal,8.7,1273,1,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,4500000
Villa,3,Bopal,8.7,2780,9,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,10000000
Villa,4,Bopal,8.7,1998,1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,17500000
Independent House,4,Bopal,8.7,1890,10,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,8500000
Independent House,3,Bopal,8.7,2160,9,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12000000
Apartment,3,Bopal,8.7,1985,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,7940000
Apartment,3,Bopal,8.7,2100,0,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,8680000
Apartment,3,Bopal,8.7,1435,-1,0,1,0,0,1,1,1,1,0,0,0,Unfurnished,4735000
Independent House,3,Bopal,8.7,2250,11,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,10000000
Apartment,4,Bopal,8.7,4625,0,1,1,0,0,1,0,0,1,0,0,0,Semi-Furnished,33500000
Apartment,5,Bopal,8.7,6000,-1,1,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,43200000
Apartment,3,Bopal,8.7,2370,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,8300000
Apartment,3,Bopal,8.7,1465,-1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,4735000
Apartment,1,Bopal,8.7,155,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,10000000
Apartment,3,Bopal,8.7,2610,4,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,15500000
Apartment,5,Bopal,8.7,4000,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,23600000
Apartment,5,Bopal,8.7,3900,-1,1,1,0,0,0,1,0,1,0,0,0,Semi-Furnished,23600000
Apartment,4,Bopal,8.7,2920,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,15000000
Apartment,2,Bopal,8.7,945,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3700000
Apartment,3,Bopal,8.7,1375,3,0,1,1,1,1,0,1,1,0,0,1,Unfurnished,6500000
Apartment,2,Bopal,8.7,1000,2,0,1,0,0,0,0,1,1,0,0,1,Unfurnished,6500000
Villa,3,Bopal,8.7,2853,7,0,0,0,0,0,0,1,1,0,0,0,Furnished,23500000
Independent House,3,Bopal,8.7,1530,11,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6800000
Independent House,2,Bopal,8.7,1710,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,11000000
Independent House,4,Bopal,8.7,1800,11,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,10000000
Independent House,4,Bopal,8.7,1170,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12000000
Villa,5,Bopal,8.7,3086,0,1,0,1,1,1,1,1,1,0,0,1,Unfurnished,24000000
Independent House,2,Bopal,8.7,1665,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,11000000
Apartment,2,Bopal,8.7,1215,2,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,4300000
Apartment,3,Bopal,8.7,1885,7,1,1,0,0,1,1,0,0,0,1,0,Unfurnished,10500000
Apartment,2,Bopal,8.7,1200,-1,0,1,0,0,0,0,1,0,0,1,0,Furnished,6500000
Apartment,4,Bopal,8.7,2070,-1,0,1,0,0,0,0,1,0,0,1,0,Semi-Furnished,8000000
Apartment,2,Bopal,8.7,1440,-1,0,1,0,0,1,1,1,0,0,1,0,Semi-Furnished,5300000
Apartment,2,Bopal,8.7,1053,-1,1,1,0,0,1,1,1,0,0,1,0,Semi-Furnished,3800000
Apartment,3,Bopal,8.7,2111,15,0,1,0,0,0,0,1,0,0,0,0,Furnished,9000000
Independent House,3,Bopal,8.7,1700,5,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,7600000
Independent House,5,Bopal,8.7,1638,0,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,18700000
Independent House,5,Bopal,8.7,3150,7,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,17500000
Apartment,2,Bopal,8.7,1260,10,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4500000
Apartment,3,Bopal,8.7,1791,-1,0,1,0,0,0,1,0,0,0,0,0,Semi-Furnished,6700000
Independent House,3,Bopal,8.7,2115,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12500000
Apartment,1,Bopal,8.7,1179,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4700000
Independent House,4,Bopal,8.7,2475,4,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,16500000
Independent House,4,Bopal,8.7,2034,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,14000000
Independent House,2,Bopal,8.7,2475,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,10500000
Independent House,2,Bopal,8.7,2250,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,10000000
Apartment,3,Bopal,8.7,1450,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,5700000
Apartment,2,Bopal,8.7,1035,5,0,1,0,0,0,0,0,0,0,0,0,Furnished,3450000
Apartment,1,Bopal,8.7,600,12,0,0,0,0,0,0,1,0,0,0,0,Unfurnished,3000000
Apartment,1,Bopal,8.7,1100,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,3600000
Apartment,1,Bopal,8.7,810,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2600000
Independent House,4,Bopal,8.7,3150,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,17000000
Villa,8,Bopal,8.7,4000,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,50000000
Apartment,1,Bopal,8.7,1269,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4500000
Independent House,4,Bopal,8.7,3519,11,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,15000000
Apartment,1,Bopal,8.7,540,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,3000000
Apartment,1,Bopal,8.7,1250,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4700000
Apartment,1,Bopal,8.7,1315,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,4800000
Apartment,1,Bopal,8.7,855,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2000000
Apartment,3,Bopal,8.7,1800,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5200000
Apartment,2,Bopal,8.7,1323,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5500000
Apartment,2,Bopal,8.7,1215,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,5000000
Independent House,4,Bopal,8.7,1226,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,14000000
Villa,2,Bopal,8.7,2000,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,16000000
Independent House,5,Bopal,8.7,1500,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,42500000
Apartment,1,Bopal,8.7,150,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2100000
Apartment,2,Isanpur,7.4,1170,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2800000
Villa,1,Isanpur,7.4,432,35,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,2,Isanpur,7.4,1170,5,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2800000
Apartment,2,Isanpur,7.4,1017,8,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,4500000
Apartment,2,Isanpur,7.4,1170,9,1,1,0,1,0,0,1,1,1,0,0,Unfurnished,5350000
Independent House,3,Isanpur,7.4,1500,2,0,0,0,0,0,0,0,1,1,0,0,Unfurnished,4600000
Villa,3,Isanpur,7.4,1894,-1,0,0,0,0,1,0,1,0,0,0,0,Furnished,8500000
Villa,1,Isanpur,7.4,540,36,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,3500000
Apartment,2,Isanpur,7.4,500,19,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4000000
Apartment,2,Isanpur,7.4,1125,19,1,0,0,0,1,0,0,0,0,0,0,Furnished,5100000
Independent House,1,Isanpur,7.4,990,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5100000
Independent House,2,Isanpur,7.4,1260,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,7000000
Independent House,1,Isanpur,7.4,550,30,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2200000
Independent House,2,Isanpur,7.4,650,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Independent House,2,Isanpur,7.4,1350,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Independent House,3,Isanpur,7.4,900,40,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5500000
Independent House,1,Isanpur,7.4,414,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Independent House,2,Isanpur,7.4,800,15,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6000000
Independent House,2,Isanpur,7.4,1200,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8000000
Independent House,1,Isanpur,7.4,900,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6100000
Villa,1,Isanpur,7.4,585,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5500000
Independent House,3,Isanpur,7.4,1020,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8000000
Apartment,1,Isanpur,7.4,500,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,400000
Villa,3,Isanpur,7.4,1800,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,17500000
Apartment,3,Maninagar,8.7,1278,4,0,1,0,0,0,1,1,0,0,0,0,Unfurnished,3000000
Apartment,2,Maninagar,8.7,1037,4,1,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,4500000
Independent House,4,Maninagar,8.7,1845,25,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,8000000
Apartment,3,Maninagar,8.7,1395,20,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,7500000
Apartment,2,Maninagar,8.7,954,15,0,1,0,0,0,0,1,1,1,0,0,Semi-Furnished,4200000
Apartment,1,Maninagar,8.7,654,5,1,1,0,1,1,1,1,1,1,1,0,Unfurnished,2350000
Apartment,2,Maninagar,8.7,1086,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,4855000
Apartment,2,Maninagar,8.7,1098,19,0,1,0,0,0,0,0,1,1,0,0,Furnished,5500000
Apartment,1,Maninagar,8.7,250,26,0,0,0,0,0,0,0,1,0,0,0,Furnished,2600000
Apartment,2,Maninagar,8.7,1215,1,0,1,0,0,0,0,0,1,1,0,0,Furnished,6000000
Apartment,1,Maninagar,8.7,540,20,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2700000
Apartment,2,Maninagar,8.7,945,8,0,1,1,0,0,0,1,1,0,0,0,Unfurnished,3800000
Apartment,2,Maninagar,8.7,1098,0,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,6600000
Apartment,3,Maninagar,8.7,1710,10,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,12800000
Apartment,3,Maninagar,8.7,1000,21,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,4500000
Apartment,1,Maninagar,8.7,600,16,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3000000
Apartment,2,Maninagar,8.7,807,1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2160000
Apartment,2,Maninagar,8.7,945,19,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,4100000
Apartment,2,Maninagar,8.7,1458,7,0,1,1,0,0,0,1,1,0,0,0,Semi-Furnished,6700000
Apartment,2,Maninagar,8.7,1150,0,1,1,1,1,1,0,1,1,1,1,0,Semi-Furnished,55000000
Apartment,2,Maninagar,8.7,1100,20,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3000000
Apartment,1,Maninagar,8.7,1100,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,4200000
Apartment,3,Maninagar,8.7,1872,1,0,1,0,0,1,1,1,1,0,0,0,Unfurnished,9900000
Apartment,2,Maninagar,8.7,1100,-1,0,1,0,0,1,1,0,1,0,0,1,Unfurnished,5700000
Apartment,2,Maninagar,8.7,1098,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,6000000
Apartment,2,Maninagar,8.7,450,20,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,6000000
Independent House,3,Maninagar,8.7,1800,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,8000000
Apartment,2,Maninagar,8.7,900,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,4800000
Apartment,1,Maninagar,8.7,450,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2000000
Apartment,2,Maninagar,8.7,1134,19,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,5300000
Apartment,2,Maninagar,8.7,990,23,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4500000
Villa,2,Maninagar,8.7,600,12,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4500000
Apartment,2,Maninagar,8.7,1503,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,7000000
Apartment,2,Maninagar,8.7,850,11,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3300000
Apartment,1,Maninagar,8.7,1000,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,6000000
Apartment,1,Maninagar,8.7,1305,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,8000000
